0
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   DamageMin   DamageMax   AttackSpeed   Durability   MagicDurability   MagicDamageRate   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   None   DW      DK      FE      MG      DL      SU      RF
207      4      0       2       2        1            1            0          "Mamticore Fighter Pants"            150 	   311 		 0 		        100 		 380 		76 		      0 		     0 		     0 		       0 		       0 	  0 	  0 	  0 	  0 	  0 	  0 	  3
end

10
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Defense   AttackSpeed   Durability   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   None   DW      DK      FE      MG      DL      SU      RF
0        5      0       2       2        1            1            1          "Bronze Gloves"                      13      4         4             34           0          80            20             0           0             0               0      0       1       0       1       1       0       0
1        5      0       2       2        1            1            1          "Dragon Gloves"                      52      14        6             68           0          120           30             0           0             0               0      0       1       0       1       0       0       0
2        5      0       2       2        1            1            1          "Pad Gloves"                         3       2         0             28           0          20            0              0           0             0               0      1       0       0       1       0       0       0
3        5      0       2       2        1            1            1          "Legendary Gloves"                   44      11        0             42           0          20            0              0           0             0               0      1       0       0       1       0       0       0
4        5      0       2       2        1            1            1          "Bone Gloves"                        14      5         0             30           0          20            0              0           0             0               0      1       0       0       1       0       0       0
5        5      0       2       2        1            1            1          "Leather Gloves"                     4       2         8             30           0          80            0              0           0             0               0      0       1       0       1       1       0       0
6        5      0       2       2        1            1            1          "Scale Gloves"                       22      7         10            40           0          110           0              0           0             0               0      0       1       0       1       1       0       0
7        5      0       2       2        1            1            1          "Sphinx Gloves"                      28      8         0             36           0          20            0              0           0             0               0      1       0       0       1       0       0       0
8        5      0       2       2        1            1            1          "Brass Gloves"                       32      9         8             44           0          100           30             0           0             0               0      0       1       0       1       0       0       0
9        5      0       2       2        1            1            1          "Plate Gloves"                       42      12        4             50           0          130           0              0           0             0               0      0       1       0       1       0       0       0
10       5      0       2       2        1            1            1          "Vine Gloves"                        4       2         4             22           0          30            60             0           0             0               0      0       0       1       0       0       0       0
11       5      0       2       2        1            1            1          "Silk Gloves"                        14      4         8             26           0          30            70             0           0             0               0      0       0       1       0       0       0       0
12       5      0       2       2        1            1            1          "Wind Gloves"                        26      6         10            32           0          30            80             0           0             0               0      0       0       1       0       0       0       0
13       5      0       2       2        1            1            1          "Spirit Gloves"                      38      9         4             38           0          40            80             0           0             0               0      0       0       1       0       0       0       0
14       5      0       2       2        1            1            1          "Guardian Gloves"                    50      15        6             45           0          40            80             0           0             0               0      0       0       1       0       0       0       0
15       5      0       2       2        1            1            1          "Storm Crow Gloves"                  70      20        6             80           0          150           70             0           0             0               0      0       0       0       1       0       0       0
16       5      0       2       2        1            1            1          "Black Dragon Gloves"                76      22        6             74           0          170           60             0           0             0               0      0       1       0       0       0       0       0
17       5      0       2       2        1            1            1          "Dark Phoenix Gloves"                86      37        6             80           0          205           63             0           0             0               0      0       2       0       0       0       0       0
18       5      0       2       2        1            1            1          "Grand Soul Gloves"                  70      20        5             67           0          49            10             0           0             0               0      2       0       0       0       0       0       0
19       5      0       2       2        1            1            1          "Divine Gloves"                      72      29        6             74           0          50            110            0           0             0               0      0       0       2       0       0       0       0
20       5      0       2       2        1            1            1          "Thunder Hawk Gloves"                88      34        7             82           0          150           70             0           0             0               0      0       0       0       1       0       0       0
21       5      0       2       2        1            1            1          "Great Dragon Gloves"                94      48        6             86           0          200           58             0           0             0               0      0       2       0       0       0       0       0
22       5      0       2       2        1            1            1          "Dark Soul Gloves"                   87      30        6             75           0          55            18             0           0             0               0      2       0       0       0       0       0       0
23       5      0       2       2        1            1            1          "Hurricane Gloves"                   102     45        7             90           0          162           66             0           0             0               0      0       0       0       1       0       0       0
24       5      0       2       2        1            1            1          "Red Spirit Gloves"                  84      38        6             80           0          52            115            0           0             0               0      0       0       2       0       0       0       0
25       5      0       2       2        1            1            1          "Light Plate Gloves"                 42      12        7             42           0          70            20             0           0             0               0      0       0       0       0       1       0       0
26       5      0       2       2        1            1            1          "Adamantine Gloves"                  57      18        6             56           0          77            21             0           0             0               0      0       0       0       0       1       0       0
27       5      0       2       2        1            1            1          "Dark Steel Gloves"                  75      21        5             70           0          84            22             0           0             0               0      0       0       0       0       1       0       0
28       5      0       2       2        1            1            1          "Dark Master Gloves"                 89      29        4             78           0          80            21             0           0             0               0      0       0       0       0       1       0       0
29       5      0       2       2        1            1            1          "Dragon Knight Gloves"               114     60        7             90           380        170           60             0           0             0               0      0       2       0       0       0       0       0
30       5      0       2       2        1            1            1          "Venom Mist Gloves"                  111     44        7             86           380        44            15             0           0             0               0      2       0       0       0       0       0       0
31       5      0       2       2        1            1            1          "Sylphid Ray Gloves"                 111     50        7             86           380        38            80             0           0             0               0      0       0       2       0       0       0       0
32       5      0       2       2        1            1            1          "Volcano Gloves"                     127     55        7             95           380        145           60             0           0             0               0      0       0       0       1       0       0       0
33       5      0       2       2        1            1            1          "Sunlight Gloves"                    110     40        5             82           380        62            16             0           0             0               0      0       0       0       0       1       0       0
34       5      0       2       2        1            1            1          "Ashcrow Gloves"                     61      18        6             72           0          160           50             0           0             0               0      0       1       0       0       0       0       0
35       5      0       2       2        1            1            1          "Eclipse Gloves"                     61      15        6             54           0          53            12             0           0             0               0      1       0       0       0       0       0       0
36       5      0       2       2        1            1            1          "Iris Gloves"                        61      22        6             59           0          50            70             0           0             0               0      0       0       1       0       0       0       0
37       5      0       2       2        1            1            1          "Valiant Gloves"                     91      27        7             81           0          155           50             0           0             0               0      0       0       0       1       0       0       0
38       5      0       2       2        1            1            1          "Glorious Gloves"                    91      25        5             74           0          80            21             0           0             0               0      0       0       0       0       1       0       0
39       5      0       2       2        1            1            1          "Violent Wind Gloves"                24      9         6             36           0          22            0              0           0             0               0      0       0       0       0       0       1       0
40       5      0       2       2        1            1            1          "Red Wing Gloves"                    44      13        8             42           0          18            4              0           0             0               0      0       0       0       0       0       1       0
41       5      0       2       2        1            1            1          "Ancient Gloves"                     61      19        7             54           0          52            16             0           0             0               0      0       0       0       0       0       1       0
42       5      0       2       2        1            1            1          "Demonic Gloves"                     70      26        6             67           0          50            10             0           0             0               0      0       0       0       0       0       2       0
43       5      0       2       2        1            1            1          "Storm Blitz Gloves"                 87      34        6             75           380        56            20             0           0             0               0      0       0       0       0       0       2       0
44       5      0       2       2        1            1            1          "Eternal Wing Gloves"                82      45        7             80           380        75            20             0           0             0               0      0       0       0       0       0       2       0
45       5      0       2       2        1            1            1          "Titan  Gloves"                      100     56        7             86           380        222           32             0           0             0               0      0       1       0       0       0       0       0
46       5      0       2       2        1            1            1          "Brave Gloves"                       97      42        7             86           380        74            162            0           0             0               0      0       1       0       0       0       0       0
47       5      0       2       2        1            1            1          "Phantom  Gloves"                    101     49        7             86           380        212           57             0           0             0               0      0       0       0       1       0       0       0
48       5      0       2       2        1            1            1          "Destroy Gloves"                     99      40        7             86           380        62            19             165         0             0               0      0       0       0       1       0       0       0
49       5      0       2       2        1            1            1          "Seraphim Gloves"                    100     43        7             86           380        55            197            0           0             0               0      0       0       1       0       0       0       0
50       5      0       2       2        1            1            1          "Divine Gloves"                      95      36        7             86           380        32            29             138         0             0               0      0       0       1       0       0       0       0
51       5      0       2       2        1            1            1          "Royal Gloves"                       101     34        7             86           380        105           38             0           0             0               0      0       0       0       0       1       0       0
52       5      0       2       2        1            1            1          "Hades Gloves"                       100     31        7             86           380        60            15             181         0             0               0      1       0       0       0       0       0       0
53       5      0       2       2        1            1            0          "Queen Gloves"                       142     38        6             90           380        56            19             157         0             0               0      0       0       0       0       0       3       0
54       5      0       2       2        1            1            0          "Lazy Wind Gloves"                   142     59        7             90           380        67            151            0           0             0               0      0       3       0       0       0       0       0
55       5      0       2       2        1            1            0          "Dark Devil Gloves"                  142     40        7             90           380        45            13             171         0             0               0      3       0       0       0       0       0       0
56       5      0       2       2        1            1            0          "Sticky Gloves"                      142     52        7             90           380        48            180            0           0             0               0      0       0       3       0       0       0       0
57       5      0       2       2        1            1            0          "Hell Night Gloves"                  142     58        7             90           380        194           52             0           0             0               0      0       0       0       3       0       0       0
58       5      0       2       2        1            1            0          "Ambition Gloves"                    142     43        7             90           380        112           22             0           0             0               0      0       0       0       0       3       0       0
62       5      0       2       2        0            0            0          "Lucky Scale Gloves"                 22      10        10            255          1          0             0              0           0             0               0      0       1       0       0       1       0       1
63       5      0       2       2        0            0            0          "Lucky Silk Gloves"                  14      6         8             255          1          0             0              0           0             0               0      0       0       1       0       0       0       0
64       5      0       2       2        0            0            0          "Lucky Sphinx Gloves"                28      12        0             255          1          0             0              0           0             0               0      1       0       0       1       0       0       0
65       5      0       2       2        0            0            0          "Lucky Violent Wind Gloves"          24      13        6             255          1          0             0              0           0             0               0      0       0       0       0       0       1       0
66       5      0       2       2        0            0            0          "Lucky Dark Soul Gloves"             57      20        6             255          150        0             0              0           0             0               0      0       0       0       0       1       0       0
67       5      0       2       2        0            0            0          "Lucky Dragon Gloves"                52      19        6             255          150        0             0              0           0             0               0      0       1       0       0       0       0       0
68       5      0       2       2        0            0            0          "Lucky Guardian Gloves"              50      20        6             255          150        0             0              0           0             0               0      0       0       1       0       0       0       0
69       5      0       2       2        0            0            0          "Lucky Legendary Gloves"             44      16        0             255          150        0             0              0           0             0               0      1       0       0       0       0       0       0
70       5      0       2       2        0            0            0          "Lucky Red Wing Gloves"              44      18        8             255          150        0             0              0           0             0               0      0       0       0       0       0       1       0
71       5      0       2       2        0            0            0          "Lucky Atlans Gloves"                70      25        6             255          150        0             0              0           0             0               0      0       0       0       1       0       0       0
74       5      0       2       2        1            1            1          "Stormwing Gloves"                   142     65        7             90           380        200           33             0           0             0               0      0       3       0       0       0       0       0
75       5      0       2       2        1            1            0          "Light Lord Gloves"                  142     45        7             90           380        14            31             127         0             0               0      0       0       3       0       0       0       0
76       5      0       2       2        1            1            0          "Magic Knight Gloves"                142     49        7             90           380        48            17             142         0             0               0      0       0       0       3       0       0       0
77       5      0       2       2        1            1            0          "Succubus Gloves"                    142     38        6             90           380        56            19             157         0             0               0      0       0       0       0       0       3       0
98       5      0       2       2        1            1            0          "Bloodangel Knight Gloves"           150     58        6             100          200        131           38             0           0             0               0      0       3       0       0       0       0       0
99       5      0       2       2        1            1            0          "Bloodangel Wizard Gloves"           150     40        6             100          200        33            11             0           0             0               0      3       0       0       0       0       0       0
100      5      0       2       2        1            1            0          "Bloodangel Elf Gloves (A)"          150     48        6             100          200        31            68             0           0             0               0      0       0       3       0       0       0       0
101      5      0       2       2        1            1            0          "Bloodangel Summoner Gloves"         150     36        8             100          200        25            5              0           0             0               0      0       0       0       0       0       3       0
102      5      0       2       2        1            1            0          "Bloodangel Magic Gloves (A)"        150     55        7             100          200        115           47             0           0             0               0      0       0       0       3       0       0       0
103      5      0       2       2        1            1            0          "Bloodangel Lord Gloves"             150     39        5             100          200        50            13             0           0             0               0      0       0       0       0       3       0       0
106      5      0       2       2        1            1            0          "Awakening Soul Knight Gloves"       150     178       6             100          350        131           38             0           0             0               0      0       3       0       0       0       0       0
107      5      0       2       2        1            1            0          "Awakening Soul Wizard Gloves"       150     159       6             100          350        33            11             0           0             0               0      3       0       0       0       0       0       0
108      5      0       2       2        1            1            0          "Awakening Soul Elf Gloves (A)"      150     170       6             100          350        31            68             0           0             0               0      0       0       3       0       0       0       0
109      5      0       2       2        1            1            0          "Awakening Soul Summoner Gloves"     150     158       8             100          350        25            5              0           0             0               0      0       0       0       0       0       3       0
110      5      0       2       2        1            1            0          "Awakening Soul Magic Gloves (A)"    150     175       7             100          350        115           47             0           0             0               0      0       0       0       3       0       0       0
111      5      0       2       2        1            1            0          "Awakening Soul Lord Gloves"         150     159       5             100          350        50            13             0           0             0               0      0       0       0       0       3       0       0
114      5      0       2       2        1            1            0          "Awakening Soul Elf Gloves (B)"      150     93        7             100          350        12            25             148         0             0               0      0       0       3       0       0       0       0
115      5      0       2       2        1            1            0          "Awakening Soul Magic Gloves (B)"    150     172       7             100          350        30            27             151         0             0               0      0       0       0       3       0       0       0
138      5      0       2       2        1            1            0          "Darkangel Knight Gloves"            150     83        6             100          250        131           38             0           0             0               0      0       3       0       0       0       0       0
139      5      0       2       2        1            1            0          "Darkangel Wizard Gloves"            150     65        6             100          250        33            11             0           0             0               0      3       0       0       0       0       0       0
140      5      0       2       2        1            1            0          "Darkangel Elf Gloves (A)"           150     73        6             100          250        31            68             0           0             0               0      0       0       3       0       0       0       0
141      5      0       2       2        1            1            0          "Darkangel Summoner Gloves"          150     61        8             100          250        25            5              0           0             0               0      0       0       0       0       0       3       0
142      5      0       2       2        1            1            0          "Darkangel Magic Gloves (A)"         150     80        7             100          250        115           47             0           0             0               0      0       0       0       3       0       0       0
143      5      0       2       2        1            1            0          "Darkangel Lord Gloves"              150     64        5             100          250        50            13             0           0             0               0      0       0       0       0       3       0       0
150      5      0       2       2        1            1            0          "Holyangel Knight Gloves"            150     133       6             100          300        131           38             0           0             0               0      0       3       0       0       0       0       0
151      5      0       2       2        1            1            0          "Holyangel Wizard Gloves"            150     115       6             100          300        33            11             0           0             0               0      3       0       0       0       0       0       0
152      5      0       2       2        1            1            0          "Holyangel Elf Gloves (A)"           150     123       6             100          300        31            68             0           0             0               0      0       0       3       0       0       0       0
153      5      0       2       2        1            1            0          "Holyangel Summoner Gloves"          150     111       8             100          300        25            5              0           0             0               0      0       0       0       0       0       3       0
154      5      0       2       2        1            1            0          "Holyangel Magic Gloves (A)"         150     130       7             100          300        115           47             0           0             0               0      0       0       0       3       0       0       0
155      5      0       2       2        1            1            0          "Holyangel Lord Gloves"              150     114       5             100          300        50            13             0           0             0               0      0       0       0       0       3       0       0
158      5      0       2       2        1            1            0          "Bloodangel Elf Gloves (B)"          150     20        7             100          200        12            25             148         0             0               0      0       0       3       0       0       0       0
159      5      0       2       2        1            1            0          "Darkangel Elf Gloves (B)"           150     33        7             100          250        12            25             148         0             0               0      0       0       3       0       0       0       0
160      5      0       2       2        1            1            0          "Holyangel Elf Gloves (B)"           150     52        7             100          300        12            25             148         0             0               0      0       0       3       0       0       0       0
161      5      0       2       2        1            1            0          "Bloodangel Magic Gloves (B)"        150     52        7             100          200        30            27             151         0             0               0      0       0       0       3       0       0       0
162      5      0       2       2        1            1            0          "Darkangel Magic Gloves (B)"         150     77        7             100          250        30            27             151         0             0               0      0       0       0       3       0       0       0
163      5      0       2       2        1            1            0          "Holyangel Magic Gloves (B)"         150     127       7             100          300        30            27             151         0             0               0      0       0       0       3       0       0       0
164      5      0       2       2        1            1            0          "Blue Eye Knight Gloves"             150     223       6             100          380        131           38             0           0             0               0      0       3       0       0       0       0       0
165      5      0       2       2        1            1            0          "Blue Eye Wizard Gloves"             150     204       6             100          380        33            11             0           0             0               0      3       0       0       0       0       0       0
166      5      0       2       2        1            1            0          "Blue Eye Elf Gloves (A)"            150     215       6             100          380        31            68             0           0             0               0      0       0       3       0       0       0       0
167      5      0       2       2        1            1            0          "Blue Eye Summoner Gloves"           150     203       8             100          380        25            5              0           0             0               0      0       0       0       0       0       3       0
168      5      0       2       2        1            1            0          "Blue Eye Magic Gloves (A)"          150     220       7             100          380        115           47             0           0             0               0      0       0       0       3       0       0       0
169      5      0       2       2        1            1            0          "Blue Eye Lord Gloves"               150     204       5             100          380        50            13             0           0             0               0      0       0       0       0       3       0       0
172      5      0       2       2        1            1            0          "Blue Eye Elf Gloves (B)"            150     138       7             100          380        12            25             148         0             0               0      0       0       3       0       0       0       0
173      5      0       2       2        1            1            0          "Blue Eye Magic Gloves (B)"          150     217       7             100          380        30            27             151         0             0               0      0       0       0       3       0       0       0
189      5      0       2       2        1            1            0          "Silverheart Knight Gloves"          150     268       6             100          380        131           38             0           0             0               0      0       3       0       0       0       0       0
190      5      0       2       2        1            1            0          "Silverheart Wizard Gloves"          150     249       6             100          380        33            11             0           0             0               0      3       0       0       0       0       0       0
191      5      0       2       2        1            1            0          "Silverheart Elf Gloves (A)"         150     260       6             100          380        31            68             0           0             0               0      0       0       3       0       0       0       0
192      5      0       2       2        1            1            0          "Silverheart Summoner Gloves"        150     248       8             100          380        25            5              0           0             0               0      0       0       0       0       0       3       0
193      5      0       2       2        1            1            0          "Silverheart Magic Gloves (A)"       150     265       7             100          380        115           47             0           0             0               0      0       0       0       3       0       0       0
194      5      0       2       2        1            1            0          "Silverheart Lord Gloves"            150     249       5             100          380        50            13             0           0             0               0      0       0       0       0       3       0       0
197      5      0       2       2        1            1            0          "Silverheart Elf Gloves (B)"         150     183       7             100          380        12            25             148         0             0               0      0       0       3       0       0       0       0
198      5      0       2       2        1            1            0          "Silverheart Magic Gloves (B)"       150     262       7             100          380        30            27             151         0             0               0      0       0       0       3       0       0       0
200      5      0       2       2        1            1            0          "Frere Gloves"          		   	   150     268       6             100          380        131           38             0           0             0               0      0       3       0       0       0       0       0
201      5      0       2       2        1            1            0          "Mamticore Knight Gloves"            150 	   313 		 6 		       100 		    380 	   131 		     38             0           0             0               0      0       3       0       0       0       0       0
202      5      0       2       2        1            1            0          "Mamticore Wizard Gloves"            150 	   294 		 6 		       100 		    380 	   33 		     11             0           0             0               0      3       0       0       0       0       0       0
203      5      0       2       2        1            1            0          "Mamticore Elf Gloves (A)"           150 	   305 		 6 		       100 		    380 	   31 		     68             0           0             0               0      0       0       3       0       0       0       0
204      5      0       2       2        1            1            0          "Mamticore Summoner Gloves"          150 	   293 		 8 		       100 		    380 	   25 		     5              0           0             0               0      0       0       0       0       0       3       0
205      5      0       2       2        1            1            0          "Mamticore Magic Gloves (A)"         150 	   310 		 7 		       100 		    380 	   115 		     47             0           0             0               0      0       0       0       3       0       0       0
206      5      0       2       2        1            1            0          "Mamticore Lord Gloves"              150 	   294 		 5 		       100 		    380 	   50 		     13             0           0             0               0      0       0       0       0       3       0       0
end

11
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Defense   WalkSpeed   Durability   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   None   DW      DK      FE      MG      DL      SU      RF
0        6      0       2       2        1            1            1          "Bronze Boots"                       12      4         10          34           0          80            20             0           0             0               0      0       1       0       1       1       0       0
1        6      0       2       2        1            1            1          "Dragon Boots"                       54      15        2           68           0          120           30             0           0             0               0      0       1       0       1       0       0       0
2        6      0       2       2        1            1            1          "Pad Boots"                          4       3         10          28           0          20            0              0           0             0               0      1       0       0       1       0       0       0
3        6      0       2       2        1            1            1          "Legendary Boots"                    46      12        0           42           0          30            0              0           0             0               0      1       0       0       1       0       0       0
4        6      0       2       2        1            1            1          "Bone Boots"                         16      6         6           30           0          30            0              0           0             0               0      1       0       0       1       0       0       0
5        6      0       2       2        1            1            1          "Leather Boots"                      5       2         12          30           0          80            0              0           0             0               0      0       1       0       1       1       0       0
6        6      0       2       2        1            1            1          "Scale Boots"                        22      8         8           40           0          110           0              0           0             0               0      0       1       0       1       1       0       1
7        6      0       2       2        1            1            1          "Sphinx Boots"                       30      9         8           36           0          30            0              0           0             0               0      1       0       0       1       0       0       0
8        6      0       2       2        1            1            1          "Brass Boots"                        32      10        6           44           0          100           30             0           0             0               0      0       1       0       1       0       0       1
9        6      0       2       2        1            1            1          "Plate Boots"                        42      12        4           50           0          130           0              0           0             0               0      0       1       0       1       0       0       1
10       6      0       2       2        1            1            1          "Vine Boots"                         5       2         0           22           0          30            60             0           0             0               0      0       0       1       0       0       0       0
11       6      0       2       2        1            1            1          "Silk Boots"                         15      4         0           26           0          30            70             0           0             0               0      0       0       1       0       0       0       0
12       6      0       2       2        1            1            1          "Wind Boots"                         27      7         0           32           0          30            80             0           0             0               0      0       0       1       0       0       0       0
13       6      0       2       2        1            1            1          "Spirit Boots"                       40      10        0           38           0          40            80             0           0             0               0      0       0       1       0       0       0       0
14       6      0       2       2        1            1            1          "Guardian Boots"                     52      16        0           45           0          40            80             0           0             0               0      0       0       1       0       0       0       0
15       6      0       2       2        1            1            1          "Storm Crow Boots"                   72      22        2           80           0          150           70             0           0             0               0      0       0       0       1       0       0       0
16       6      0       2       2        1            1            1          "Black Dragon Boots"                 78      24        2           74           0          170           60             0           0             0               0      0       1       0       0       0       0       0
17       6      0       2       2        1            1            1          "Dark Phoenix Boots"                 93      40        2           80           0          198           60             0           0             0               0      0       2       0       0       0       0       0
18       6      0       2       2        1            1            1          "Grand Soul Boots"                   76      22        0           67           0          59            10             0           0             0               0      2       0       0       0       0       0       0
19       6      0       2       2        1            1            1          "Divine Boots"                       81      30        0           74           0          50            110            0           0             0               0      0       0       2       0       0       0       0
20       6      0       2       2        1            1            1          "Thunder Hawk Boots"                 92      37        2           82           0          150           70             0           0             0               0      0       0       0       1       0       0       0
